Property,Field,Mown,Year,Date,Time ,Surveyor,Point,<50_Males,<50_Females,<50_Total,>50_Male,>50_Females,>50_Total,Total_Counts 
Appleton Farms,Broad Meadow,N,2024,7/20/2024,5:23,David Young,2C,0,0,0,0,0,0,0
Appleton Farms,Broad Meadow,N,2024,7/20/2024,5:30,David Young,2D,0,0,0,0,0,0,0
Appleton Farms,Broad Meadow,N,2024,7/20/2024,5:42,David Young,2E,0,0,0,0,0,0,0
Appleton Farms,Steer Barn,N,2024,7/20/2024,5:47,David Young,2E,0,0,0,0,0,0,0
Appleton Farms,Sunset Hill,N,2024,7/20/2024,7:17,David Young,3A,0,0,0,0,0,0,0
Appleton Farms,Sunset Meadow,N,2024,7/20/2024,7:12,David Young,3A,0,0,0,0,0,0,0
Appleton Farms,Sunset Hill,N,2024,7/20/2024,7:03,David Young,3B,0,0,0,0,0,0,0
Appleton Farms,Sunset Meadow,N,2024,7/20/2024,6:58,David Young,3B,0,0,0,0,0,0,0
Appleton Farms,Horse Field Upper,N,2024,7/20/2024,6:13,David Young,3C,0,N/A,8,0,0,0,8
Appleton Farms,Horse Field South,N,2024,7/20/2024,6:20,David Young,3D,4,1,5,0,0,0,5
Appleton Farms,Williams West,Y,2024,7/20/2024,6:31,David Young,3E,0,0,0,0,0,0,0
Appleton Farms,Williams West,Y,2024,7/20/2024,6:42,David Young,3F,0,0,0,0,0,0,0
Appleton Farms,Sunset Hill,N,2024,7/9/2024,8:23,Greg Power,3A,0,0,0,0,0,0,0
Appleton Farms,Sunset Meadow,N,2024,7/9/2024,8:16,Greg Power,3A,0,0,0,0,0,0,0
Appleton Farms,Sunset Hill,N,2024,7/9/2024,8:07,Greg Power,3B,0,0,0,1,0,1,1
Appleton Farms,Sunset Meadow,N,2024,7/9/2024,8:02,Greg Power,3B,1,0,1,3,0,3,4
Appleton Farms,Horse Field Upper,N,2024,7/9/2024,7:39,Greg Power,3C,0,0,0,0,0,0,0
Appleton Farms,Horse Field South,N,2024,7/9/2024,7:53,Greg Power,3D,0,0,0,1,0,1,1
Appleton Farms,Williams West,Y,2024,7/9/2024,8:46,Greg Power,3E,0,0,0,0,0,0,0
Appleton Farms,Williams West,Y,2024,7/9/2024,8:59,Greg Power,3F,0,0,0,0,0,0,0
